investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV001333,2025-10-28,120760,SIP,500,Karnataka,Bengaluru,T30,36-45,Female,38.4,Cheque,Verified
INV001334,2025-04-11,120586,Lumpsum,10000,Madhya Pradesh,Indore,B30,26-35,Female,39.2,UPI,Verified
INV001334,2022-09-16,119270,Lumpsum,50000,Madhya Pradesh,Indore,B30,26-35,Female,39.2,Net Banking,Pending
INV001334,2024-05-04,120594,Redemption,100000,Madhya Pradesh,Indore,B30,26-35,Female,39.2,Net Banking,Verified
INV001334,2023-10-23,119350,SIP,5000,Madhya Pradesh,Indore,B30,26-35,Female,39.2,Net Banking,Verified
INV001334,2024-01-27,120716,SIP,1000,Madhya Pradesh,Indore,B30,26-35,Female,39.2,Mandate,Verified
INV001335,2022-02-02,120586,SIP,5000,Madhya Pradesh,Indore,B30,26-35,Female,15.1,UPI,Verified
INV001335,2022-08-23,125354,SIP,2000,Madhya Pradesh,Indore,B30,26-35,Female,15.1,UPI,Verified
INV001335,2022-02-09,122639,Lumpsum,100000,Madhya Pradesh,Indore,B30,26-35,Male,15.1,Net Banking,Verified
INV001335,2023-01-29,118550,Redemption,50000,Madhya Pradesh,Indore,B30,26-35,Male,15.1,Mandate,Verified
INV001335,2026-04-24,118989,SIP,10000,Madhya Pradesh,Indore,B30,26-35,Female,15.1,Net Banking,Verified
INV001335,2022-12-12,119440,SIP,2000,Madhya Pradesh,Indore,B30,26-35,Male,15.1,Net Banking,Verified
INV001335,2023-05-18,118430,SIP,1000,Madhya Pradesh,Indore,B30,26-35,Female,15.1,Mandate,Verified
INV001335,2025-08-04,120594,Lumpsum,200000,Madhya Pradesh,Indore,B30,26-35,Female,15.1,Mandate,Verified
INV001335,2022-06-10,120310,Lumpsum,50000,Madhya Pradesh,Indore,B30,26-35,Female,15.1,Net Banking,Pending
INV001335,2025-10-07,120045,SIP,25000,Madhya Pradesh,Indore,B30,26-35,Male,15.1,Mandate,Verified
INV001335,2024-12-25,120841,Lumpsum,25000,Madhya Pradesh,Indore,B30,26-35,Female,15.1,Mandate,Verified
INV001335,2025-12-07,120716,SIP,1000,Madhya Pradesh,Indore,B30,26-35,Female,15.1,UPI,Pending
INV001335,2024-02-01,118901,SIP,2000,Madhya Pradesh,Indore,B30,26-35,Female,15.1,Net Banking,Verified
INV001335,2025-02-27,119660,SIP,1000,Madhya Pradesh,Indore,B30,26-35,Male,15.1,UPI,Verified
INV001335,2024-06-03,118825,SIP,500,Madhya Pradesh,Indore,B30,26-35,Male,15.1,UPI,Verified
INV001335,2025-06-30,120125,SIP,10000,Madhya Pradesh,Indore,B30,26-35,Male,15.1,Net Banking,Pending
INV001335,2024-05-18,118550,SIP,2000,Madhya Pradesh,Indore,B30,26-35,Male,15.1,Mandate,Verified
INV001335,2022-02-02,118825,SIP,1000,Madhya Pradesh,Indore,B30,26-35,Male,15.1,Net Banking,Verified
INV001335,2025-11-17,118834,Lumpsum,500000,Madhya Pradesh,Indore,B30,26-35,Female,15.1,UPI,Pending
INV001335,2025-11-11,120594,SIP,5000,Madhya Pradesh,Indore,B30,26-35,Male,15.1,UPI,Verified
INV001335,2024-02-18,120465,Lumpsum,500000,Madhya Pradesh,Indore,B30,26-35,Female,15.1,UPI,Verified
INV001335,2024-01-17,119598,Lumpsum,200000,Madhya Pradesh,Indore,B30,26-35,Male,15.1,UPI,Verified
INV001336,2023-02-02,118721,SIP,500,Telangana,Hyderabad,T30,18-25,Male,8.8,UPI,Verified
INV001337,2023-06-12,118550,SIP,2000,Telangana,Hyderabad,T30,36-45,Male,31.1,UPI,Verified
INV001337,2026-02-04,120465,SIP,2500,Telangana,Hyderabad,T30,36-45,Male,31.1,UPI,Verified
INV001337,2023-12-13,120200,Lumpsum,200000,Telangana,Hyderabad,T30,36-45,Male,31.1,UPI,Verified
INV001337,2023-04-21,118550,SIP,2000,Telangana,Hyderabad,T30,36-45,Female,31.1,Mandate,Pending
INV001337,2026-01-21,119660,SIP,1000,Telangana,Hyderabad,T30,36-45,Female,31.1,UPI,Verified
INV001337,2023-09-20,120760,Redemption,100000,Telangana,Hyderabad,T30,36-45,Female,31.1,UPI,Verified
INV001337,2022-02-19,118770,SIP,5000,Telangana,Hyderabad,T30,36-45,Male,31.1,UPI,Verified
INV001337,2023-03-31,118825,SIP,500,Telangana,Hyderabad,T30,36-45,Female,31.1,Net Banking,Verified
INV001337,2023-04-06,118989,SIP,10000,Telangana,Hyderabad,T30,36-45,Female,31.1,Mandate,Verified
INV001337,2025-01-10,120847,SIP,25000,Telangana,Hyderabad,T30,36-45,Female,31.1,Net Banking,Verified
INV001337,2024-12-19,118989,SIP,2000,Telangana,Hyderabad,T30,36-45,Female,31.1,Mandate,Pending
INV001337,2022-04-20,119100,SIP,5000,Telangana,Hyderabad,T30,36-45,Female,31.1,UPI,Verified
INV001337,2022-05-12,120847,SIP,500,Telangana,Hyderabad,T30,36-45,Female,31.1,UPI,Verified
INV001338,2022-03-07,120125,Redemption,50000,Hyderabad,Hyderabad,T30,36-45,Male,32.2,Mandate,Pending
INV001338,2023-03-05,119270,SIP,2500,Hyderabad,Hyderabad,T30,36-45,Female,32.2,Cheque,Verified
INV001338,2023-12-20,119551,SIP,1000,Hyderabad,Hyderabad,T30,36-45,Female,32.2,UPI,Verified
INV001338,2022-03-22,118834,SIP,2500,Hyderabad,Hyderabad,T30,36-45,Female,32.2,UPI,Verified
INV001338,2024-06-18,125497,SIP,2000,Hyderabad,Hyderabad,T30,36-45,Female,32.2,UPI,Verified
INV001338,2025-10-06,118770,SIP,1000,Hyderabad,Hyderabad,T30,36-45,Male,32.2,UPI,Verified
INV001338,2025-03-03,120200,SIP,10000,Hyderabad,Hyderabad,T30,36-45,Female,32.2,UPI,Verified
INV001338,2024-04-03,118650,Lumpsum,500000,Hyderabad,Hyderabad,T30,36-45,Female,32.2,Mandate,Verified
INV001338,2024-07-27,118632,SIP,500,Hyderabad,Hyderabad,T30,36-45,Male,32.2,Net Banking,Verified
INV001338,2024-10-24,118901,SIP,1000,Hyderabad,Hyderabad,T30,36-45,Male,32.2,Net Banking,Verified
INV001338,2022-06-01,120594,SIP,10000,Hyderabad,Hyderabad,T30,36-45,Male,32.2,Cheque,Verified
INV001338,2023-07-01,120125,Lumpsum,25000,Hyderabad,Hyderabad,T30,36-45,Female,32.2,Mandate,Verified
INV001338,2023-11-23,118632,SIP,5000,Hyderabad,Hyderabad,T30,36-45,Female,32.2,UPI,Verified
INV001338,2023-01-25,118901,Lumpsum,100000,Hyderabad,Hyderabad,T30,36-45,Male,32.2,UPI,Verified
INV001338,2023-12-19,118901,Redemption,5000,Hyderabad,Hyderabad,T30,36-45,Male,32.2,UPI,Verified
INV001338,2023-08-20,120200,SIP,2500,Hyderabad,Hyderabad,T30,36-45,Male,32.2,Net Banking,Verified
INV001338,2024-08-03,119660,Lumpsum,100000,Hyderabad,Hyderabad,T30,36-45,Male,32.2,Cheque,Verified
INV001338,2025-05-04,122639,Lumpsum,25000,Hyderabad,Hyderabad,T30,36-45,Male,32.2,Mandate,Pending
INV001338,2022-09-15,118770,SIP,10000,Hyderabad,Hyderabad,T30,36-45,Male,32.2,UPI,Pending
INV001338,2022-12-25,118989,Redemption,5000,Hyderabad,Hyderabad,T30,36-45,Male,32.2,UPI,Verified
INV001338,2025-02-03,119598,SIP,1000,Hyderabad,Hyderabad,T30,36-45,Female,32.2,Net Banking,Verified
INV001338,2024-12-06,118770,Lumpsum,50000,Hyderabad,Hyderabad,T30,36-45,Male,32.2,Mandate,Verified
INV001338,2023-10-24,119440,SIP,2000,Hyderabad,Hyderabad,T30,36-45,Female,32.2,Net Banking,Verified
INV001339,2025-10-28,118834,SIP,2000,Gujarat,Ahmedabad,T30,36-45,Female,26.0,Net Banking,Verified
INV001339,2024-08-07,118901,SIP,2500,Gujarat,Ahmedabad,T30,36-45,Female,26.0,Mandate,Verified
INV001340,2024-01-30,120200,SIP,10000,West Bengal,Kolkata,T30,46-55,Male,36.8,UPI,Verified
INV001340,2025-01-16,119270,SIP,1000,West Bengal,Kolkata,T30,46-55,Male,36.8,UPI,Verified
INV001340,2026-02-16,122639,SIP,2500,West Bengal,Kolkata,T30,46-55,Male,36.8,Net Banking,Verified
INV001340,2022-03-28,120900,SIP,1000,West Bengal,Kolkata,T30,46-55,Male,36.8,Net Banking,Verified
INV001340,2025-03-22,118770,Redemption,25000,West Bengal,Kolkata,T30,46-55,Male,36.8,Mandate,Verified
INV001340,2025-10-24,118770,Lumpsum,25000,West Bengal,Kolkata,T30,46-55,Female,36.8,Net Banking,Verified
INV001341,2024-10-02,119660,SIP,1000,Telangana,Hyderabad,T30,46-55,Male,8.9,Mandate,Verified
INV001341,2023-10-05,122639,SIP,500,Telangana,Hyderabad,T30,46-55,Male,8.9,Mandate,Verified
INV001341,2025-06-12,119551,SIP,1000,Telangana,Hyderabad,T30,46-55,Female,8.9,UPI,Pending
INV001341,2025-10-29,125497,SIP,500,Telangana,Hyderabad,T30,46-55,Male,8.9,Mandate,Pending
INV001341,2022-11-07,118560,Redemption,50000,Telangana,Hyderabad,T30,46-55,Male,8.9,Mandate,Verified
INV001341,2025-09-05,119350,SIP,1000,Telangana,Hyderabad,T30,46-55,Female,8.9,UPI,Verified
INV001341,2024-08-08,118989,Lumpsum,500000,Telangana,Hyderabad,T30,46-55,Male,8.9,UPI,Verified
INV001341,2023-02-01,119440,SIP,25000,Telangana,Hyderabad,T30,46-55,Male,8.9,Mandate,Verified
INV001342,2023-02-03,120900,SIP,2500,Rajasthan,Jodhpur,B30,46-55,Female,30.4,UPI,Verified
INV001342,2025-04-26,119775,SIP,2000,Rajasthan,Jodhpur,B30,46-55,Female,30.4,UPI,Verified
INV001342,2026-02-14,120310,SIP,1000,Rajasthan,Jodhpur,B30,46-55,Male,30.4,Net Banking,Verified
INV001342,2023-01-31,119100,Lumpsum,50000,Rajasthan,Jodhpur,B30,46-55,Female,30.4,UPI,Verified
INV001342,2024-11-26,120125,Redemption,100000,Rajasthan,Jodhpur,B30,46-55,Male,30.4,UPI,Verified
INV001342,2025-06-28,120045,SIP,2000,Rajasthan,Jodhpur,B30,46-55,Male,30.4,UPI,Verified
INV001342,2024-03-19,119350,SIP,10000,Rajasthan,Jodhpur,B30,46-55,Male,30.4,Mandate,Verified
INV001342,2025-06-26,118560,SIP,2000,Rajasthan,Jodhpur,B30,46-55,Male,30.4,UPI,Verified
INV001342,2023-05-13,120200,SIP,500,Rajasthan,Jodhpur,B30,46-55,Male,30.4,Mandate,Verified
INV001342,2024-11-30,118825,Lumpsum,500000,Rajasthan,Jodhpur,B30,46-55,Female,30.4,UPI,Verified
INV001342,2022-03-12,120200,SIP,1000,Rajasthan,Jodhpur,B30,46-55,Male,30.4,UPI,Verified
INV001342,2025-04-20,119350,Redemption,10000,Rajasthan,Jodhpur,B30,46-55,Male,30.4,UPI,Verified
INV001342,2022-04-09,119551,Redemption,50000,Rajasthan,Jodhpur,B30,46-55,Female,30.4,Mandate,Verified
INV001342,2022-07-30,119350,SIP,2500,Rajasthan,Jodhpur,B30,46-55,Male,30.4,Net Banking,Verified
INV001342,2024-07-04,120045,SIP,1000,Rajasthan,Jodhpur,B30,46-55,Female,30.4,UPI,Verified
INV001342,2022-05-30,119270,SIP,2500,Rajasthan,Jodhpur,B30,46-55,Female,30.4,Mandate,Verified
INV001342,2024-11-19,119440,Lumpsum,200000,Rajasthan,Jodhpur,B30,46-55,Female,30.4,UPI,Pending
INV001342,2023-09-13,120586,SIP,500,Rajasthan,Jodhpur,B30,46-55,Male,30.4,UPI,Verified
INV001342,2025-03-17,118825,Redemption,5000,Rajasthan,Jodhpur,B30,46-55,Male,30.4,Net Banking,Verified
INV001342,2025-12-10,118650,SIP,10000,Rajasthan,Jodhpur,B30,46-55,Male,30.4,Net Banking,Verified
INV001342,2025-03-13,119350,SIP,1000,Rajasthan,Jodhpur,B30,46-55,Female,30.4,UPI,Verified
INV001342,2024-08-07,119092,SIP,5000,Rajasthan,Jodhpur,B30,46-55,Female,30.4,Net Banking,Verified
INV001342,2025-01-18,118632,Lumpsum,50000,Rajasthan,Jodhpur,B30,46-55,Male,30.4,Net Banking,Verified
INV001342,2026-05-07,118825,Lumpsum,10000,Rajasthan,Jodhpur,B30,46-55,Female,30.4,Mandate,Verified
INV001343,2025-12-17,118989,SIP,2500,Pune,Pune,T30,36-45,Male,26.6,UPI,Verified
INV001343,2023-02-23,119440,Lumpsum,500000,Pune,Pune,T30,36-45,Male,26.6,UPI,Verified
INV001343,2022-03-16,120125,SIP,1000,Pune,Pune,T30,36-45,Male,26.6,Mandate,Verified
INV001343,2026-02-04,120586,SIP,500,Pune,Pune,T30,36-45,Male,26.6,Mandate,Verified
INV001343,2026-04-14,119551,Lumpsum,10000,Pune,Pune,T30,36-45,Female,26.6,Net Banking,Verified
INV001343,2023-06-08,119092,SIP,2000,Pune,Pune,T30,36-45,Male,26.6,Net Banking,Verified
INV001343,2023-02-18,120847,SIP,2000,Pune,Pune,T30,36-45,Male,26.6,UPI,Verified
INV001343,2022-01-08,120847,SIP,2500,Pune,Pune,T30,36-45,Male,26.6,Net Banking,Verified
INV001343,2022-07-16,118989,Redemption,100000,Pune,Pune,T30,36-45,Male,26.6,Mandate,Verified
INV001343,2024-06-30,119350,Redemption,5000,Pune,Pune,T30,36-45,Male,26.6,Mandate,Verified
INV001343,2024-07-03,120900,SIP,2000,Pune,Pune,T30,36-45,Female,26.6,UPI,Verified
INV001343,2023-11-19,118770,Lumpsum,200000,Pune,Pune,T30,36-45,Male,26.6,Mandate,Verified
INV001343,2025-06-06,120847,SIP,2500,Pune,Pune,T30,36-45,Female,26.6,UPI,Verified
INV001344,2024-08-06,120594,Redemption,100000,Delhi,New Delhi,T30,56+,Female,16.7,UPI,Verified
INV001344,2025-10-30,118825,SIP,25000,Delhi,New Delhi,T30,56+,Male,16.7,Cheque,Verified
INV001344,2025-05-19,119551,SIP,2000,Delhi,New Delhi,T30,56+,Female,16.7,UPI,Verified
INV001344,2025-09-21,125354,SIP,25000,Delhi,New Delhi,T30,56+,Male,16.7,Net Banking,Verified
INV001344,2024-08-13,120310,SIP,10000,Delhi,New Delhi,T30,56+,Female,16.7,Net Banking,Verified
INV001344,2024-06-21,119598,SIP,10000,Delhi,New Delhi,T30,56+,Male,16.7,UPI,Verified
INV001344,2022-10-02,120841,Redemption,5000,Delhi,New Delhi,T30,56+,Male,16.7,UPI,Verified
INV001344,2025-07-10,119350,SIP,2000,Delhi,New Delhi,T30,56+,Male,16.7,UPI,Verified
INV001344,2024-08-10,120594,SIP,2500,Delhi,New Delhi,T30,56+,Male,16.7,UPI,Verified
INV001344,2023-06-15,120200,SIP,2000,Delhi,New Delhi,T30,56+,Male,16.7,Net Banking,Verified
INV001344,2023-05-21,119830,SIP,5000,Delhi,New Delhi,T30,56+,Male,16.7,UPI,Verified
INV001344,2024-12-24,120841,Redemption,25000,Delhi,New Delhi,T30,56+,Male,16.7,Cheque,Verified
INV001344,2022-01-04,120847,SIP,2000,Delhi,New Delhi,T30,56+,Female,16.7,Mandate,Pending
INV001344,2022-03-06,118632,SIP,5000,Delhi,New Delhi,T30,56+,Male,16.7,Net Banking,Pending
INV001344,2023-10-28,119660,SIP,25000,Delhi,New Delhi,T30,56+,Male,16.7,Mandate,Verified
INV001344,2023-05-30,118650,Lumpsum,25000,Delhi,New Delhi,T30,56+,Female,16.7,Mandate,Verified
INV001344,2023-02-11,118632,Lumpsum,100000,Delhi,New Delhi,T30,56+,Female,16.7,Mandate,Verified
INV001344,2022-06-15,120594,SIP,5000,Delhi,New Delhi,T30,56+,Female,16.7,UPI,Verified
INV001344,2023-07-24,118430,SIP,5000,Delhi,New Delhi,T30,56+,Female,16.7,Mandate,Verified
INV001344,2026-01-04,118550,SIP,5000,Delhi,New Delhi,T30,56+,Female,16.7,Mandate,Verified
INV001344,2022-12-31,120760,SIP,25000,Delhi,New Delhi,T30,56+,Female,16.7,UPI,Verified
INV001344,2023-09-24,119100,Lumpsum,50000,Delhi,New Delhi,T30,56+,Female,16.7,UPI,Verified
INV001344,2024-07-30,120045,SIP,5000,Delhi,New Delhi,T30,56+,Female,16.7,UPI,Verified
INV001345,2024-07-12,119660,Redemption,100000,Madhya Pradesh,Bhopal,B30,36-45,Female,28.5,Net Banking,Verified
INV001345,2024-03-20,119100,SIP,1000,Madhya Pradesh,Bhopal,B30,36-45,Female,28.5,Mandate,Verified
INV001345,2022-09-06,118834,Lumpsum,25000,Madhya Pradesh,Bhopal,B30,36-45,Female,28.5,Net Banking,Verified
INV001345,2024-08-21,120900,SIP,1000,Madhya Pradesh,Bhopal,B30,36-45,Female,28.5,Net Banking,Verified
INV001345,2022-11-27,125497,SIP,2500,Madhya Pradesh,Bhopal,B30,36-45,Female,28.5,Net Banking,Verified
INV001345,2025-08-17,120465,Redemption,100000,Madhya Pradesh,Bhopal,B30,36-45,Male,28.5,UPI,Verified
INV001345,2022-10-20,118550,Lumpsum,50000,Madhya Pradesh,Bhopal,B30,36-45,Female,28.5,UPI,Verified
INV001346,2023-02-28,120125,SIP,2500,Karnataka,Bengaluru,T30,36-45,Female,38.0,UPI,Verified
INV001346,2023-01-28,119830,SIP,10000,Karnataka,Bengaluru,T30,36-45,Female,38.0,UPI,Verified
INV001347,2022-01-29,118825,SIP,2500,Hyderabad,Hyderabad,T30,26-35,Female,19.7,UPI,Verified
INV001347,2024-12-22,119100,SIP,25000,Hyderabad,Hyderabad,T30,26-35,Male,19.7,UPI,Verified
INV001347,2022-01-29,119598,Lumpsum,25000,Hyderabad,Hyderabad,T30,26-35,Male,19.7,Mandate,Verified
INV001347,2023-10-24,119350,Lumpsum,10000,Hyderabad,Hyderabad,T30,26-35,Male,19.7,Net Banking,Verified
INV001347,2025-02-17,120900,Lumpsum,500000,Hyderabad,Hyderabad,T30,26-35,Male,19.7,Mandate,Verified
INV001347,2023-06-26,119440,SIP,2500,Hyderabad,Hyderabad,T30,26-35,Male,19.7,UPI,Verified
INV001347,2026-04-07,119598,SIP,2500,Hyderabad,Hyderabad,T30,26-35,Female,19.7,UPI,Verified
INV001347,2024-11-07,120310,SIP,2000,Hyderabad,Hyderabad,T30,26-35,Female,19.7,UPI,Verified
INV001347,2023-01-16,118721,SIP,10000,Hyderabad,Hyderabad,T30,26-35,Male,19.7,UPI,Verified
INV001347,2026-04-20,120841,SIP,2000,Hyderabad,Hyderabad,T30,26-35,Female,19.7,Mandate,Verified
INV001347,2022-08-20,119775,SIP,10000,Hyderabad,Hyderabad,T30,26-35,Female,19.7,Cheque,Verified
INV001348,2025-11-25,120841,SIP,25000,Maharashtra,Nagpur,B30,36-45,Male,7.6,UPI,Verified
INV001348,2023-04-15,120503,SIP,25000,Maharashtra,Nagpur,B30,36-45,Male,7.6,Mandate,Verified
INV001348,2024-01-27,119660,Lumpsum,25000,Maharashtra,Nagpur,B30,36-45,Female,7.6,Mandate,Verified
INV001348,2025-09-16,118550,Lumpsum,200000,Maharashtra,Nagpur,B30,36-45,Male,7.6,Mandate,Verified
INV001348,2025-02-24,119830,Lumpsum,200000,Maharashtra,Nagpur,B30,36-45,Male,7.6,Net Banking,Verified
INV001348,2023-01-10,118834,Redemption,5000,Maharashtra,Nagpur,B30,36-45,Female,7.6,UPI,Verified
INV001348,2024-09-16,119598,SIP,2000,Maharashtra,Nagpur,B30,36-45,Female,7.6,Mandate,Verified
INV001349,2024-09-24,120586,Lumpsum,50000,Delhi,New Delhi,T30,26-35,Male,3.3,Net Banking,Verified
INV001350,2023-06-15,118650,SIP,1000,Gujarat,Surat,T30,36-45,Male,15.1,UPI,Pending
INV001350,2024-07-30,118550,SIP,10000,Gujarat,Surat,T30,36-45,Male,15.1,UPI,Verified
INV001350,2026-05-02,120900,SIP,25000,Gujarat,Surat,T30,36-45,Female,15.1,Mandate,Verified
INV001350,2023-09-08,119100,Lumpsum,50000,Gujarat,Surat,T30,36-45,Male,15.1,Net Banking,Verified
INV001350,2022-04-14,120503,Redemption,5000,Gujarat,Surat,T30,36-45,Female,15.1,Mandate,Verified
INV001350,2025-05-04,120900,Redemption,10000,Gujarat,Surat,T30,36-45,Female,15.1,Mandate,Verified
INV001350,2024-03-15,119100,SIP,10000,Gujarat,Surat,T30,36-45,Male,15.1,Mandate,Verified
INV001350,2022-07-14,119551,SIP,2000,Gujarat,Surat,T30,36-45,Male,15.1,Mandate,Verified
INV001350,2026-02-15,119660,Redemption,10000,Gujarat,Surat,T30,36-45,Male,15.1,Mandate,Verified
INV001350,2026-01-28,120310,SIP,25000,Gujarat,Surat,T30,36-45,Male,15.1,Mandate,Verified
INV001350,2022-05-30,119775,SIP,5000,Gujarat,Surat,T30,36-45,Male,15.1,Mandate,Verified
INV001350,2026-01-06,119092,Lumpsum,50000,Gujarat,Surat,T30,36-45,Male,15.1,UPI,Verified
INV001350,2023-07-28,118989,SIP,25000,Gujarat,Surat,T30,36-45,Male,15.1,UPI,Verified
INV001350,2022-04-26,120900,SIP,500,Gujarat,Surat,T30,36-45,Female,15.1,UPI,Verified
INV001351,2022-01-20,118721,Lumpsum,200000,Rajasthan,Jodhpur,B30,36-45,Male,32.5,UPI,Verified
INV001351,2023-11-16,118560,SIP,10000,Rajasthan,Jodhpur,B30,36-45,Male,32.5,UPI,Verified
INV001351,2024-07-07,119660,SIP,2500,Rajasthan,Jodhpur,B30,36-45,Male,32.5,UPI,Verified
INV001351,2023-12-28,119830,SIP,500,Rajasthan,Jodhpur,B30,36-45,Male,32.5,Mandate,Verified
INV001351,2023-02-10,120465,SIP,500,Rajasthan,Jodhpur,B30,36-45,Male,32.5,Mandate,Verified
INV001351,2023-04-12,118901,SIP,5000,Rajasthan,Jodhpur,B30,36-45,Male,32.5,Mandate,Verified
INV001351,2023-11-18,120716,Lumpsum,50000,Rajasthan,Jodhpur,B30,36-45,Female,32.5,Net Banking,Verified
INV001351,2024-02-17,119775,Lumpsum,50000,Rajasthan,Jodhpur,B30,36-45,Female,32.5,Net Banking,Verified
INV001351,2026-03-14,120716,Lumpsum,200000,Rajasthan,Jodhpur,B30,36-45,Female,32.5,UPI,Verified
INV001351,2023-01-01,119775,SIP,500,Rajasthan,Jodhpur,B30,36-45,Male,32.5,UPI,Verified
INV001351,2025-06-13,120586,Lumpsum,500000,Rajasthan,Jodhpur,B30,36-45,Female,32.5,UPI,Verified
INV001351,2025-04-25,120310,Redemption,100000,Rajasthan,Jodhpur,B30,36-45,Male,32.5,UPI,Verified
INV001351,2026-03-02,122639,SIP,1000,Rajasthan,Jodhpur,B30,36-45,Male,32.5,UPI,Verified
INV001351,2026-04-10,118430,SIP,2000,Rajasthan,Jodhpur,B30,36-45,Male,32.5,Net Banking,Verified
INV001352,2024-10-06,120586,SIP,1000,Telangana,Warangal,B30,36-45,Female,14.3,Mandate,Verified
INV001352,2025-11-14,120841,SIP,500,Telangana,Warangal,B30,36-45,Female,14.3,Net Banking,Verified
INV001352,2023-04-12,119551,Lumpsum,50000,Telangana,Warangal,B30,36-45,Male,14.3,UPI,Verified
INV001352,2025-03-17,120310,Lumpsum,50000,Telangana,Warangal,B30,36-45,Male,14.3,Net Banking,Pending
INV001352,2026-01-10,119775,SIP,5000,Telangana,Warangal,B30,36-45,Female,14.3,Net Banking,Verified
INV001352,2022-01-07,119830,SIP,10000,Telangana,Warangal,B30,36-45,Female,14.3,UPI,Verified
INV001352,2026-01-25,119440,Redemption,5000,Telangana,Warangal,B30,36-45,Male,14.3,Cheque,Verified
INV001352,2025-09-15,120200,SIP,10000,Telangana,Warangal,B30,36-45,Male,14.3,Mandate,Verified
INV001353,2024-06-07,120900,Lumpsum,50000,West Bengal,Kolkata,T30,56+,Female,33.9,Net Banking,Verified
INV001353,2023-01-21,118430,SIP,2500,West Bengal,Kolkata,T30,56+,Female,33.9,Mandate,Verified
INV001353,2024-06-11,118650,SIP,500,West Bengal,Kolkata,T30,56+,Female,33.9,UPI,Verified
INV001353,2022-05-03,118770,SIP,2500,West Bengal,Kolkata,T30,56+,Female,33.9,Net Banking,Verified
INV001353,2026-02-24,118430,Redemption,25000,West Bengal,Kolkata,T30,56+,Male,33.9,Net Banking,Verified
INV001353,2025-04-13,125497,Lumpsum,100000,West Bengal,Kolkata,T30,56+,Female,33.9,Mandate,Verified
INV001353,2023-07-12,120125,Lumpsum,200000,West Bengal,Kolkata,T30,56+,Male,33.9,UPI,Verified
INV001353,2023-05-28,122639,SIP,5000,West Bengal,Kolkata,T30,56+,Female,33.9,UPI,Verified
INV001353,2026-01-07,120465,Redemption,50000,West Bengal,Kolkata,T30,56+,Male,33.9,UPI,Verified
INV001353,2023-04-09,120503,Lumpsum,100000,West Bengal,Kolkata,T30,56+,Female,33.9,UPI,Verified
INV001353,2024-09-04,118770,Lumpsum,500000,West Bengal,Kolkata,T30,56+,Male,33.9,UPI,Verified
INV001353,2024-12-20,120503,SIP,1000,West Bengal,Kolkata,T30,56+,Female,33.9,UPI,Verified
INV001353,2025-11-23,118650,SIP,1000,West Bengal,Kolkata,T30,56+,Male,33.9,UPI,Verified
INV001353,2025-02-11,119775,SIP,5000,West Bengal,Kolkata,T30,56+,Male,33.9,UPI,Verified
INV001353,2022-01-10,119100,SIP,25000,West Bengal,Kolkata,T30,56+,Male,33.9,Cheque,Verified
INV001353,2023-05-16,118650,Redemption,50000,West Bengal,Kolkata,T30,56+,Male,33.9,Mandate,Verified
INV001353,2023-05-26,118430,Lumpsum,100000,West Bengal,Kolkata,T30,56+,Male,33.9,Mandate,Verified
INV001353,2024-01-02,120503,SIP,5000,West Bengal,Kolkata,T30,56+,Male,33.9,UPI,Verified
INV001353,2022-11-30,120586,SIP,500,West Bengal,Kolkata,T30,56+,Female,33.9,Net Banking,Verified
INV001353,2024-06-13,120465,SIP,2000,West Bengal,Kolkata,T30,56+,Male,33.9,Net Banking,Verified
INV001353,2024-05-23,118550,SIP,25000,West Bengal,Kolkata,T30,56+,Male,33.9,UPI,Pending
INV001353,2023-12-06,118721,SIP,2500,West Bengal,Kolkata,T30,56+,Female,33.9,Net Banking,Verified
INV001353,2026-01-24,120200,Redemption,100000,West Bengal,Kolkata,T30,56+,Male,33.9,Cheque,Verified
INV001354,2023-02-04,118632,Lumpsum,500000,Maharashtra,Mumbai,T30,36-45,Male,26.8,Mandate,Verified
INV001354,2022-07-30,120310,SIP,1000,Maharashtra,Mumbai,T30,36-45,Female,26.8,Mandate,Verified
INV001354,2022-03-10,125497,SIP,500,Maharashtra,Mumbai,T30,36-45,Male,26.8,UPI,Verified
INV001354,2025-05-03,120125,SIP,10000,Maharashtra,Mumbai,T30,36-45,Male,26.8,Net Banking,Verified
INV001354,2024-02-08,119092,SIP,5000,Maharashtra,Mumbai,T30,36-45,Male,26.8,UPI,Verified
INV001354,2023-08-06,119551,SIP,5000,Maharashtra,Mumbai,T30,36-45,Female,26.8,UPI,Verified
INV001354,2024-04-22,120841,SIP,25000,Maharashtra,Mumbai,T30,36-45,Female,26.8,Mandate,Verified
INV001354,2022-09-12,118632,SIP,500,Maharashtra,Mumbai,T30,36-45,Female,26.8,UPI,Verified
INV001354,2023-02-05,122639,SIP,5000,Maharashtra,Mumbai,T30,36-45,Female,26.8,UPI,Verified
INV001354,2022-05-17,120716,SIP,25000,Maharashtra,Mumbai,T30,36-45,Female,26.8,Net Banking,Verified
INV001354,2023-10-18,119830,SIP,500,Maharashtra,Mumbai,T30,36-45,Male,26.8,UPI,Verified
INV001354,2024-04-16,120716,Redemption,5000,Maharashtra,Mumbai,T30,36-45,Female,26.8,Mandate,Verified
